instance;n_test;pop_size;gen_no_improve;mutating_move;mutating_factor;elite_size;max_generation;top_solution;elite_mean;total_time_sec;solution_time;timestamp
2-20_dots;test-3_pop25;25;500;1;10;10;748;382,2802;387,18;26,8608717918396;9,024388790130615;2023-11-11 21:21:52,584404
2-20_dots;test-3_pop25;25;100;1;10;10;220;382,2802;387,18;8,164749383926392;5,144997596740723;2023-11-11 21:24:53,771138
2-20_dots;test-3_pop25;25;50;1;10;10;128;382,2802;386,79;4,738037347793579;3,2684054374694824;2023-11-11 21:39:43,399608
2-20_dots;test-3_pop25;25;150;1;10;10;223;382,2802;389,14;7,80784797668457;2,9856343269348145;2023-11-11 21:40:24,398685
2-20_dots;test-3_pop25;25;350;1;10;10;471;382,2802;386,99;15,813373327255249;4,536866903305054;2023-11-11 21:41:38,694791
2-20_dots;test-3_pop25;25;450;1;10;10;552;382,2802;387,12;18,96179485321045;3,866438388824463;2023-11-11 21:43:11,633507
2-20_dots;test-3_pop25;25;600;1;10;10;909;382,2802;387,18;30,978389263153076;11,493695259094238;2023-11-11 21:45:24,954949
2-20_dots;test-3_pop30;30;10;1;10;10;26;408,8318;419,21;1,10595703125;1,086916208267212;2023-11-11 21:04:47,153685
2-20_dots;test-3_pop30;25;350;1;30;10;455;382,2802;386,96;18,459754467010498;4,544033765792847;2023-11-11 22:19:18,682802
2-20_dots;test-3_pop50;50;100;2;10;10;343;382,2802;391,42;21,03208065032959;15,4526948928833;2023-11-11 20:44:39,024863
2-20_dots;test-3_pop50;25;350;1;50;10;461;382,2802;386,92;17,492951154708862;4,615891695022583;2023-11-11 21:55:52,662935
2-20_dots;test-3_pop75;75;100;3;10;10;226;393,3261;406,73;20,33337926864624;11,642438173294067;2023-11-11 20:47:31,788943
2-20_dots;test-3_pop99;25;350;1;99;10;449;382,2802;386,79;20,103137254714966;4,737635612487793;2023-11-11 22:02:49,430903
2-20_dots;test-4_pop10;25;350;1;10;10;502;382,2802;388,39;17,00029754638672;5,596714496612549;2023-11-11 21:53:16,226948
2-20_dots;test-4_pop10;25;350;1;10;10;457;382,2802;387,33;17,599165201187134;4,763638734817505;2023-11-11 22:27:10,061138
2-20_dots;test-4_pop100;100;100;5;10;10;113;414,9102;427,5;15,615101337432861;2,090510606765747;2023-11-11 20:52:24,510116
2-20_dots;test-4_pop20;20;10;1;10;10;11;426,257;438,03;0,4401693344116211;0,5390443801879883;2023-11-11 21:03:59,661672
2-20_dots;test-4_pop20;20;10;1;10;10;47;393,3261;405,96;1,4575066566467285;1,5315630435943604;2023-11-11 21:04:27,306869
2-20_dots;test-4_pop20;25;350;1;20;10;411;382,2802;387,79;16,06477379798889;2,6961653232574463;2023-11-11 22:14:43,780175
2-20_dots;test-4_pop25;25;100;1;10;10;199;382,2802;387,42;6,956852674484253;3,886509656906128;2023-11-11 20:43:06,878878
2-20_dots;test-4_pop25;25;10;1;10;10;10;439,8229;444,98;0,3733396530151367;0;2023-11-11 21:04:36,843007
2-20_dots;test-4_pop25;25;50;1;10;10;115;411,2164;414,03;4,069843769073486;2,826338768005371;2023-11-11 21:18:28,992646
2-20_dots;test-4_pop25;25;100;1;10;10;268;382,2802;386,49;9,263712644577026;6,064197540283203;2023-11-11 21:19:38,248557
2-20_dots;test-4_pop25;25;500;1;10;10;853;382,2802;389,17;30,260493278503418;12,849807739257812;2023-11-11 21:22:23,258624
2-20_dots;test-4_pop25;25;100;1;10;10;175;382,2802;388,0;6,718626976013184;3,094295024871826;2023-11-11 21:25:00,895054
2-20_dots;test-4_pop25;25;50;1;10;10;58;428,2621;434,68;2,1272425651550293;0,6956608295440674;2023-11-11 21:39:45,931290
2-20_dots;test-4_pop25;25;150;1;10;10;156;428,2621;434,53;5,90339469909668;0,6727468967437744;2023-11-11 21:40:30,719326
2-20_dots;test-4_pop25;25;350;1;10;10;460;382,2802;387,23;15,25795316696167;3,9480535984039307;2023-11-11 21:41:54,327615
2-20_dots;test-4_pop25;25;450;1;10;10;589;382,2802;386,49;19,66595983505249;4,919240951538086;2023-11-11 21:43:31,687661
2-20_dots;test-4_pop25;25;600;1;10;10;684;382,2802;386,96;23,55756378173828;2,7437736988067627;2023-11-11 21:45:48,835693
2-20_dots;test-4_pop30;30;10;1;10;10;56;382,2802;396,46;2,3559160232543945;2,297011613845825;2023-11-11 21:04:49,905204
2-20_dots;test-4_pop30;25;350;1;30;10;555;382,2802;387,43;23,23216152191162;9,258256673812866;2023-11-11 22:19:42,325963
2-20_dots;test-4_pop50;50;100;2;10;10;237;382,2802;394,06;15,770244121551514;9,164893627166748;2023-11-11 20:44:55,222626
2-20_dots;test-4_pop50;25;350;1;50;10;454;382,2802;388,06;17,845600366592407;4,750576496124268;2023-11-11 21:56:10,903782
2-20_dots;test-4_pop75;75;100;3;10;10;333;387,4483;397,81;34,56966757774353;25,394270181655884;2023-11-11 20:48:06,777350
2-20_dots;test-4_pop99;25;350;1;99;10;666;382,2802;387,28;28,71512770652771;14,446569442749023;2023-11-11 22:03:18,907110
2-20_dots;test-5_pop10;25;350;1;10;10;563;382,2802;387,41;20,083683729171753;8,036255598068237;2023-11-11 21:53:36,705288
2-20_dots;test-5_pop100;100;100;5;10;10;205;406,7327;413,42;26,986818313598633;13,752921104431152;2023-11-11 20:52:51,892955
2-20_dots;test-5_pop20;20;10;1;10;10;27;407,1845;416,9;0,9026298522949219;0,9659237861633301;2023-11-11 21:04:28,615772
2-20_dots;test-5_pop20;25;350;1;20;10;406;382,2802;388,35;15,443101406097412;2,6687631607055664;2023-11-11 22:14:59,729792
2-20_dots;test-5_pop25;25;100;1;10;10;211;382,2802;389,62;7,4596474170684814;4,338656425476074;2023-11-11 20:43:14,759574
2-20_dots;test-5_pop25;25;10;1;10;10;21;428,2621;438,47;0,7090809345245361;0,7515449523925781;2023-11-11 21:04:37,946559
2-20_dots;test-5_pop25;25;50;1;10;10;210;382,2802;387,28;7,437612295150757;6,063938140869141;2023-11-11 21:18:36,899195
2-20_dots;test-5_pop25;25;100;1;10;10;165;428,2621;433,58;5,630840063095093;2,614682912826538;2023-11-11 21:19:44,286530
2-20_dots;test-5_pop25;25;500;1;10;10;632;382,2802;389,05;22,17337131500244;5,083289861679077;2023-11-11 21:22:45,848518
2-20_dots;test-5_pop25;25;100;1;10;10;193;382,2802;388,27;7,073288917541504;3,574084758758545;2023-11-11 21:25:08,377963
2-20_dots;test-5_pop30;30;10;1;10;10;35;406,7327;415,72;1,4579739570617676;1,4547312259674072;2023-11-11 21:04:51,771978
2-20_dots;test-5_pop30;25;350;1;30;10;404;382,2802;387,43;17,16608500480652;2,8201091289520264;2023-11-11 22:19:59,921092
2-20_dots;test-5_pop50;50;100;2;10;10;229;387,0301;397,35;15,004330158233643;8,900624990463257;2023-11-11 20:45:10,667318
2-20_dots;test-5_pop50;25;350;1;50;10;518;382,2802;388,24;19,243995904922485;6,577207088470459;2023-11-11 21:56:30,545811
2-20_dots;test-5_pop75;75;100;3;10;10;169;414,9102;424,52;16,64627480506897;7,086042881011963;2023-11-11 20:48:23,837148
2-20_dots;test-5_pop99;25;350;1;99;10;757;382,2802;387,75;32,487361669540405;17,921613693237305;2023-11-11 22:03:51,791113
2-20_dots;test-6_pop10;25;350;1;10;10;440;382,2802;387,18;14,704898834228516;3,4758927822113037;2023-11-11 21:53:51,809987
2-20_dots;test-6_pop100;100;100;5;10;10;278;387,0301;399,68;36,08015298843384;24,409387826919556;2023-11-11 20:53:28,392530
2-20_dots;test-6_pop20;20;10;1;10;10;19;428,2621;439,81;0,6277437210083008;0,7229743003845215;2023-11-11 21:04:29,669511
2-20_dots;test-6_pop20;25;350;1;20;10;446;382,2802;387,86;17,38601851463318;4,278222560882568;2023-11-11 22:15:17,510535
2-20_dots;test-6_pop25;25;100;1;10;10;175;411,2164;413,55;5,994280099868774;3,0201361179351807;2023-11-11 20:43:21,176892
2-20_dots;test-6_pop25;25;10;1;10;10;19;439,6089;447,04;0,6589972972869873;0,7113282680511475;2023-11-11 21:04:39,005275
2-20_dots;test-6_pop25;25;50;1;10;10;63;428,2621;436,71;2,2713239192962646;0,8720498085021973;2023-11-11 21:18:39,592524
2-20_dots;test-6_pop25;25;100;1;10;10;276;382,2802;388,44;10,06482720375061;6,697315216064453;2023-11-11 21:19:54,747780
2-20_dots;test-6_pop25;25;500;1;10;10;601;382,2802;386,76;23,117031574249268;3,512139081954956;2023-11-11 21:23:09,303297
2-20_dots;test-6_pop25;25;100;1;10;10;227;382,2802;387,18;7,852510452270508;4,810537576675415;2023-11-11 21:25:16,626698
2-20_dots;test-6_pop30;30;10;1;10;10;13;428,2621;438,3;0,5834591388702393;0,5298166275024414;2023-11-11 21:04:52,739730
2-20_dots;test-6_pop30;25;350;1;30;10;398;382,2802;387,23;16,874950647354126;2,3397514820098877;2023-11-11 22:20:17,186845
2-20_dots;test-6_pop50;50;100;2;10;10;105;428,2621;436,3;6,919392347335815;0,6958849430084229;2023-11-11 20:45:17,980359
2-20_dots;test-6_pop50;25;350;1;50;10;429;382,2802;386,49;13,832238912582397;2,9150235652923584;2023-11-11 21:56:44,711911
2-20_dots;test-6_pop75;75;100;3;10;10;467;387,4483;396,82;45,04442095756531;36,83237290382385;2023-11-11 20:49:09,717593
2-20_dots;test-6_pop99;25;350;1;99;10;490;382,2802;386,87;21,423888444900513;6,400777101516724;2023-11-11 22:04:13,608737
2-20_dots;test-7_pop10;25;350;1;10;10;597;382,2802;389,43;20,69433856010437;8,934903860092163;2023-11-11 21:54:12,891692
2-20_dots;test-7_pop100;100;100;5;10;10;262;387,0301;397,13;36,100680351257324;21,11668038368225;2023-11-11 20:54:04,887004
2-20_dots;test-7_pop20;20;10;1;10;10;10;439,8229;447,16;0,3568742275238037;0;2023-11-11 21:04:30,447170
2-20_dots;test-7_pop20;25;350;1;20;10;419;382,2802;386,87;16,56137442588806;3,1306703090667725;2023-11-11 22:15:34,487880
2-20_dots;test-7_pop25;25;100;1;10;10;121;428,2621;435,82;4,223978042602539;1,0792691707611084;2023-11-11 20:43:25,786921
2-20_dots;test-7_pop25;25;10;1;10;10;30;428,2621;435,45;1,0994691848754883;1,1300578117370605;2023-11-11 21:04:40,510078
2-20_dots;test-7_pop25;25;50;1;10;10;170;382,2802;388,46;6,168764352798462;4,621289491653442;2023-11-11 21:18:46,189502
2-20_dots;test-7_pop25;25;100;1;10;10;219;382,2802;387,37;7,596824884414673;4,594172239303589;2023-11-11 21:20:02,779325
2-20_dots;test-7_pop25;25;500;1;10;10;752;382,2802;387,39;26,740499258041382;9,949317693710327;2023-11-11 21:23:36,455857
2-20_dots;test-7_pop25;25;100;1;10;10;183;382,2802;388,2;6,485164403915405;3,2810044288635254;2023-11-11 21:25:23,504412
2-20_dots;test-7_pop30;30;10;1;10;10;47;405,8829;416,79;2,003323554992676;1,961681604385376;2023-11-11 21:04:55,140318
2-20_dots;test-7_pop30;25;350;1;30;10;506;382,2802;386,76;21,83271050453186;6,756330490112305;2023-11-11 22:20:39,430088
2-20_dots;test-7_pop50;50;100;2;10;10;253;382,2802;388,37;16,738590955734253;10,293458223342896;2023-11-11 20:45:35,131002
2-20_dots;test-7_pop50;25;350;1;50;10;521;382,2802;387,28;16,934595584869385;5,934609651565552;2023-11-11 21:57:01,979849
2-20_dots;test-7_pop75;75;100;3;10;10;320;382,2802;390,92;28,088019371032715;19,60900616645813;2023-11-11 20:49:38,206755
2-20_dots;test-7_pop99;25;350;1;99;10;464;382,2802;387,47;20,278831958770752;5,13541054725647;2023-11-11 22:04:34,307170
2-20_dots;test-8_pop10;25;350;1;10;10;401;382,2802;389,45;13,824556827545166;2,1002306938171387;2023-11-11 21:54:27,112903
2-20_dots;test-8_pop100;100;100;5;10;10;324;393,3261;403,84;42,649479150772095;30,720112800598145;2023-11-11 20:54:47,941686
2-20_dots;test-8_pop20;20;10;1;10;10;19;430,635;441,42;0,6635255813598633;0,7390701770782471;2023-11-11 21:04:31,543374
2-20_dots;test-8_pop20;25;350;1;20;10;420;382,2802;388,35;16,69746208190918;3,2164762020111084;2023-11-11 22:15:51,587032
2-20_dots;test-8_pop25;25;100;1;10;10;270;382,2802;390,06;9,404447078704834;6,424154996871948;2023-11-11 20:43:35,650326
2-20_dots;test-8_pop25;25;10;1;10;10;16;428,2621;437,82;0,5618703365325928;0,6166322231292725;2023-11-11 21:04:41,465448
2-20_dots;test-8_pop25;25;50;1;10;10;127;393,3261;401,47;5,158815383911133;3,439100503921509;2023-11-11 21:18:51,766392
2-20_dots;test-8_pop25;25;100;1;10;10;157;382,2802;389,41;5,2901318073272705;2,3024141788482666;2023-11-11 21:20:08,468567
2-20_dots;test-8_pop25;25;500;1;10;10;572;382,2802;387,37;20,25673222541809;3,0141661167144775;2023-11-11 21:23:57,119837
2-20_dots;test-8_pop25;25;100;1;10;10;182;382,2802;386,95;6,73471212387085;3,1657819747924805;2023-11-11 21:25:30,648521
2-20_dots;test-8_pop30;30;10;1;10;10;14;428,2621;441,76;0,6063110828399658;0,59261155128479;2023-11-11 21:04:56,158114
2-20_dots;test-8_pop30;25;350;1;30;10;413;382,2802;386,49;18,968824863433838;3,0596096515655518;2023-11-11 22:20:58,828149
2-20_dots;test-8_pop50;50;100;2;10;10;244;397,8127;404,51;15,86610460281372;10,012978553771973;2023-11-11 20:45:51,427951
2-20_dots;test-8_pop50;25;350;1;50;10;428;382,2802;386,49;13,971933841705322;2,867746114730835;2023-11-11 21:57:16,287626
2-20_dots;test-8_pop75;75;100;3;10;10;231;393,3261;402,93;22,616387128829956;12,57984209060669;2023-11-11 20:50:01,216732
2-20_dots;test-8_pop99;25;350;1;99;10;505;382,2802;386,49;22,40056800842285;7,093747854232788;2023-11-11 22:04:57,109654
2-20_dots;test-9_pop10;25;350;1;10;10;409;382,2802;387,7;13,731388807296753;2,410100221633911;2023-11-11 21:54:41,246687
2-20_dots;test-9_pop100;100;100;5;10;10;132;414,9102;425,37;16,619441032409668;4,474923849105835;2023-11-11 20:55:04,920490
2-20_dots;test-9_pop20;20;10;1;10;10;10;439,8229;451,86;0,3322603702545166;0;2023-11-11 21:04:32,289092
2-20_dots;test-9_pop20;25;350;1;20;10;450;382,2802;386,96;17,458348751068115;4,21027398109436;2023-11-11 22:16:09,436662
2-20_dots;test-9_pop25;25;100;1;10;10;157;382,2802;388,07;5,28533148765564;2,3610754013061523;2023-11-11 20:43:41,346104
2-20_dots;test-9_pop25;25;10;1;10;10;25;421,7203;433,38;0,897268533706665;0,9021413326263428;2023-11-11 21:04:42,761245
2-20_dots;test-9_pop25;25;50;1;10;10;120;382,2802;389,55;3,958848714828491;2,7959706783294678;2023-11-11 21:18:56,249403
2-20_dots;test-9_pop25;25;100;1;10;10;174;414,7254;417,83;6,084537982940674;3,0676417350769043;2023-11-11 21:20:14,944536
2-20_dots;test-9_pop25;25;500;1;10;10;670;382,2802;387,43;24,424951553344727;6,71796727180481;2023-11-11 21:24:21,928489
2-20_dots;test-9_pop25;25;100;1;10;10;215;382,2802;387,42;8,203185558319092;4,7687859535217285;2023-11-11 21:25:39,244430
2-20_dots;test-9_pop30;30;10;1;10;10;10;439,8229;449,94;0,4445672035217285;0;2023-11-11 21:04:56,994305
2-20_dots;test-9_pop30;25;350;1;30;10;553;382,2802;386,49;25,29985284805298;9,04366135597229;2023-11-11 22:21:24,538964
2-20_dots;test-9_pop50;50;100;2;10;10;312;382,2802;391,39;19,371258020401;13,39569878578186;2023-11-11 20:46:11,184852
2-20_dots;test-9_pop50;25;350;1;50;10;534;382,2802;386,49;17,700753927230835;6,594313383102417;2023-11-11 21:57:34,321286
2-20_dots;test-9_pop75;75;100;3;10;10;225;382,2802;391,4;22,000330448150635;12,789268016815186;2023-11-11 20:50:23,609673
2-20_dots;test-9_pop99;25;350;1;99;10;852;382,2802;386,49;37,753986120224;22,893925189971924;2023-11-11 22:05:35,267316
3-30_dots;test-0;25;350;1;10;10;425;471,0662;473,39;51,8397421836853;12,525734186172485;2023-11-27 21:33:02,182606
3-30_dots;test-1;25;350;1;10;10;457;471,0662;473,47;54,510536909103394;15,117777824401855;2023-11-27 21:33:58,898807
3-30_dots;test-2;25;350;1;10;10;425;471,0662;473,61;50,928637981414795;11,168705463409424;2023-11-27 21:34:51,940451
3-30_dots;test-3;25;350;1;10;10;744;492,7032;495,41;89,66211295127869;50,1048743724823;2023-11-27 21:36:23,820228
3-30_dots;test-4;25;350;1;10;10;515;471,0662;473,33;63,81658601760864;21,96526050567627;2023-11-27 21:37:29,775930
3-30_dots;test-5;25;350;1;10;10;700;503,808;505,8;88,09376168251038;46,93498396873474;2023-11-27 21:39:00,115457
3-30_dots;test-6;25;350;1;10;10;466;471,0662;473,58;55,582210540771484;17,373845100402832;2023-11-27 21:39:57,806427
3-30_dots;test-7;25;350;1;10;10;575;526,0405;527,94;73,04476404190063;30,87130379676819;2023-11-27 21:41:13,106724
3-30_dots;test-8;25;350;1;10;10;467;471,0662;473,42;60,65843653678894;17,736355781555176;2023-11-27 21:42:16,087275
3-30_dots;test-9;25;350;1;10;10;544;471,0662;473,22;70,27893710136414;27,4013352394104;2023-11-27 21:43:28,706348
4-40_dots;test-0;25;350;1;10;10;433;505,4554;509,69;26,58289122581482;6,606204271316528;2023-11-11 22:30:10,255061
4-40_dots;test-0;25;350;1;10;10;405;505,4554;509,69;66,39130997657776;13,138177394866943;2023-11-27 22:27:30,931441
4-40_dots;test-1;25;350;1;10;10;522;505,4554;509,69;32,7744255065918;12,421188592910767;2023-11-11 22:30:44,560824
4-40_dots;test-2;25;350;1;10;10;459;514,4888;517,88;28,52328586578369;8,460729122161865;2023-11-11 22:31:14,600430
4-40_dots;test-3;25;350;1;10;10;733;505,4554;509,69;45,365867376327515;25,058053493499756;2023-11-11 22:32:01,396616
4-40_dots;test-4;25;350;1;10;10;600;505,4554;509,52;38,33377528190613;16,811325073242188;2023-11-11 22:32:41,239741
4-40_dots;test-5;25;350;1;10;10;930;505,4554;509,48;59,90407681465149;38,88802456855774;2023-11-11 22:33:42,662935
4-40_dots;test-6;25;350;1;10;10;483;516,8263;518,93;32,41863512992859;10,61699390411377;2023-11-11 22:34:16,627507
4-40_dots;test-7;25;350;1;10;10;491;505,4554;509,69;30,055473804473877;10,20758581161499;2023-11-11 22:34:48,146820
4-40_dots;test-8;25;350;1;10;10;394;505,4554;509,69;25,74664807319641;3,7280242443084717;2023-11-11 22:35:15,165000
4-40_dots;test-9;25;350;1;10;10;422;505,4554;509,69;27,94158387184143;6,082795858383179;2023-11-11 22:35:44,611512
8-40_dots;test-0;25;350;1;10;10;436;602,5606;605,3;73,901371717453;19,400975942611694;2023-11-27 22:30:02,596379
8-40_dots;test-0;25;350;1;10;10;465;602,5606;606,17;76,09970831871033;24,200204133987427;2023-11-27 22:32:14,109852
8-40_dots;test-1;25;350;1;10;10;649;602,5606;605,68;106,4714903831482;53,19058609008789;2023-11-27 22:34:04,604784
